interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-03152,STU-165,HST-068,view,1,,SESS-STU-165-01,2026-01-17 00:42:00
INT-03153,STU-165,HST-075,view,1,,SESS-STU-165-01,2026-01-17 01:04:00
INT-03154,STU-165,HST-058,save,3,,SESS-STU-165-01,2026-01-17 01:23:00
INT-03155,STU-165,HST-051,save,3,,SESS-STU-165-01,2026-01-17 01:14:00
INT-03156,STU-165,HST-044,save,3,,SESS-STU-165-01,2026-01-17 01:11:00
INT-03157,STU-165,HST-044,booking_attempt,4,,SESS-STU-165-BOOK,2026-02-16 00:00:00
INT-03158,STU-165,HST-051,booking,5,4.1,SESS-STU-165-BOOK,2026-02-18 00:00:00
INT-03159,STU-166,HST-003,view,1,,SESS-STU-166-01,2025-11-02 00:00:00
INT-03160,STU-166,HST-008,view,1,,SESS-STU-166-01,2025-11-02 00:04:00
INT-03161,STU-166,HST-027,view,1,,SESS-STU-166-01,2025-11-02 00:16:00
INT-03162,STU-166,HST-028,view,1,,SESS-STU-166-01,2025-11-02 00:09:00
INT-03163,STU-166,HST-006,view,1,,SESS-STU-166-01,2025-11-02 00:24:00
INT-03164,STU-166,HST-036,view,1,,SESS-STU-166-01,2025-11-02 00:45:00
INT-03165,STU-166,HST-009,view,1,,SESS-STU-166-01,2025-11-02 00:24:00
INT-03166,STU-166,HST-016,view,1,,SESS-STU-166-01,2025-11-02 00:21:00
INT-03167,STU-166,HST-024,view,1,,SESS-STU-166-01,2025-11-02 00:16:00
INT-03168,STU-166,HST-006,save,3,,SESS-STU-166-01,2025-11-02 01:25:00
INT-03169,STU-166,HST-014,view,1,,SESS-STU-166-02,2025-12-14 00:00:00
INT-03170,STU-166,HST-019,view,1,,SESS-STU-166-02,2025-12-14 00:05:00
INT-03171,STU-166,HST-003,view,1,,SESS-STU-166-02,2025-12-14 00:10:00
INT-03172,STU-166,HST-030,view,1,,SESS-STU-166-02,2025-12-14 00:12:00
INT-03173,STU-166,HST-004,view,1,,SESS-STU-166-02,2025-12-14 00:32:00
INT-03174,STU-166,HST-032,view,1,,SESS-STU-166-02,2025-12-14 00:15:00
INT-03175,STU-166,HST-015,view,1,,SESS-STU-166-02,2025-12-14 00:42:00
INT-03176,STU-166,HST-036,view,1,,SESS-STU-166-02,2025-12-14 00:21:00
INT-03177,STU-166,HST-031,view,1,,SESS-STU-166-02,2025-12-14 00:56:00
INT-03178,STU-166,HST-004,save,3,,SESS-STU-166-02,2025-12-14 01:25:00
INT-03179,STU-166,HST-031,save,3,,SESS-STU-166-02,2025-12-14 01:17:00
INT-03180,STU-166,HST-028,view,1,,SESS-STU-166-03,2026-01-29 00:00:00
INT-03181,STU-166,HST-032,view,1,,SESS-STU-166-03,2026-01-29 00:05:00
INT-03182,STU-166,HST-036,view,1,,SESS-STU-166-03,2026-01-29 00:08:00
INT-03183,STU-166,HST-027,view,1,,SESS-STU-166-03,2026-01-29 00:18:00
INT-03184,STU-166,HST-022,view,1,,SESS-STU-166-03,2026-01-29 00:20:00
INT-03185,STU-166,HST-011,view,1,,SESS-STU-166-03,2026-01-29 00:30:00
INT-03186,STU-166,HST-025,view,1,,SESS-STU-166-03,2026-01-29 00:36:00
INT-03187,STU-166,HST-018,view,1,,SESS-STU-166-03,2026-01-29 00:21:00
INT-03188,STU-166,HST-009,view,1,,SESS-STU-166-03,2026-01-29 00:24:00
INT-03189,STU-166,HST-022,save,3,,SESS-STU-166-03,2026-01-29 01:08:00
INT-03190,STU-166,HST-006,booking,5,4.3,SESS-STU-166-BOOK,2026-02-13 00:00:00
INT-03191,STU-167,HST-062,view,1,,SESS-STU-167-01,2025-09-24 00:00:00
INT-03192,STU-167,HST-063,view,1,,SESS-STU-167-01,2025-09-24 00:06:00
INT-03193,STU-167,HST-075,view,1,,SESS-STU-167-01,2025-09-24 00:08:00
INT-03194,STU-167,HST-071,view,1,,SESS-STU-167-01,2025-09-24 00:27:00
INT-03195,STU-167,HST-060,view,1,,SESS-STU-167-01,2025-09-24 00:36:00
INT-03196,STU-167,HST-071,save,3,,SESS-STU-167-01,2025-09-24 01:29:00
INT-03197,STU-167,HST-060,save,3,,SESS-STU-167-01,2025-09-24 01:13:00
INT-03198,STU-167,HST-074,view,1,,SESS-STU-167-02,2026-02-11 00:00:00
INT-03199,STU-167,HST-045,view,1,,SESS-STU-167-02,2026-02-11 00:02:00
INT-03200,STU-167,HST-052,view,1,,SESS-STU-167-02,2026-02-11 00:10:00
INT-03201,STU-167,HST-058,view,1,,SESS-STU-167-02,2026-02-11 00:06:00
INT-03202,STU-167,HST-052,save,3,,SESS-STU-167-02,2026-02-11 01:23:00
INT-03203,STU-167,HST-058,save,3,,SESS-STU-167-02,2026-02-11 01:29:00
INT-03204,STU-168,HST-004,view,1,,SESS-STU-168-01,2026-01-06 00:00:00
INT-03205,STU-168,HST-017,view,1,,SESS-STU-168-01,2026-01-06 00:05:00
INT-03206,STU-168,HST-035,view,1,,SESS-STU-168-01,2026-01-06 00:06:00
INT-03207,STU-168,HST-001,view,1,,SESS-STU-168-01,2026-01-06 00:06:00
INT-03208,STU-168,HST-036,view,1,,SESS-STU-168-01,2026-01-06 00:20:00
INT-03209,STU-168,HST-001,save,3,,SESS-STU-168-01,2026-01-06 01:15:00
INT-03210,STU-169,HST-039,view,1,,SESS-STU-169-01,2025-10-24 00:00:00
INT-03211,STU-169,HST-057,view,1,,SESS-STU-169-01,2025-10-24 00:05:00
INT-03212,STU-169,HST-051,view,1,,SESS-STU-169-01,2025-10-24 00:06:00
INT-03213,STU-169,HST-074,view,1,,SESS-STU-169-01,2025-10-24 00:18:00
INT-03214,STU-169,HST-073,view,1,,SESS-STU-169-01,2025-10-24 00:28:00
INT-03215,STU-169,HST-041,view,1,,SESS-STU-169-01,2025-10-24 00:20:00
INT-03216,STU-169,HST-043,view,1,,SESS-STU-169-01,2025-10-24 00:12:00
INT-03217,STU-169,HST-044,view,1,,SESS-STU-169-01,2025-10-24 00:56:00
INT-03218,STU-169,HST-066,view,1,,SESS-STU-169-01,2025-10-24 00:40:00
INT-03219,STU-169,HST-042,view,1,,SESS-STU-169-01,2025-10-24 01:21:00
INT-03220,STU-169,HST-069,view,1,,SESS-STU-169-01,2025-10-24 00:30:00
INT-03221,STU-169,HST-066,save,3,,SESS-STU-169-01,2025-10-24 01:25:00
INT-03222,STU-169,HST-057,save,3,,SESS-STU-169-01,2025-10-24 01:25:00
INT-03223,STU-169,HST-066,view,1,,SESS-STU-169-02,2026-02-18 00:00:00
INT-03224,STU-169,HST-044,view,1,,SESS-STU-169-02,2026-02-18 00:09:00
INT-03225,STU-169,HST-071,view,1,,SESS-STU-169-02,2026-02-18 00:10:00
INT-03226,STU-169,HST-064,view,1,,SESS-STU-169-02,2026-02-18 00:15:00
INT-03227,STU-169,HST-057,view,1,,SESS-STU-169-02,2026-02-18 00:08:00
INT-03228,STU-169,HST-066,save,3,,SESS-STU-169-02,2026-02-18 01:28:00
INT-03229,STU-170,HST-003,view,1,,SESS-STU-170-01,2025-09-22 00:00:00
INT-03230,STU-170,HST-005,view,1,,SESS-STU-170-01,2025-09-22 00:04:00
INT-03231,STU-170,HST-028,view,1,,SESS-STU-170-01,2025-09-22 00:10:00
INT-03232,STU-170,HST-011,view,1,,SESS-STU-170-01,2025-09-22 00:09:00
INT-03233,STU-170,HST-035,view,1,,SESS-STU-170-01,2025-09-22 00:12:00
INT-03234,STU-170,HST-031,view,1,,SESS-STU-170-01,2025-09-22 00:10:00
INT-03235,STU-170,HST-021,view,1,,SESS-STU-170-01,2025-09-22 00:36:00
INT-03236,STU-170,HST-006,view,1,,SESS-STU-170-01,2025-09-22 01:03:00
INT-03237,STU-170,HST-031,save,3,,SESS-STU-170-01,2025-09-22 01:03:00
INT-03238,STU-170,HST-001,view,1,,SESS-STU-170-02,2025-11-17 00:00:00
INT-03239,STU-170,HST-005,view,1,,SESS-STU-170-02,2025-11-17 00:05:00
INT-03240,STU-170,HST-023,view,1,,SESS-STU-170-02,2025-11-17 00:04:00
INT-03241,STU-170,HST-021,view,1,,SESS-STU-170-02,2025-11-17 00:06:00
INT-03242,STU-170,HST-011,view,1,,SESS-STU-170-02,2025-11-17 00:24:00
INT-03243,STU-170,HST-031,view,1,,SESS-STU-170-02,2025-11-17 00:25:00
INT-03244,STU-170,HST-018,view,1,,SESS-STU-170-02,2025-11-17 00:36:00
INT-03245,STU-170,HST-032,view,1,,SESS-STU-170-02,2025-11-17 00:21:00
INT-03246,STU-170,HST-022,view,1,,SESS-STU-170-02,2025-11-17 00:56:00
INT-03247,STU-170,HST-035,view,1,,SESS-STU-170-02,2025-11-17 01:12:00
INT-03248,STU-170,HST-011,save,3,,SESS-STU-170-02,2025-11-17 01:07:00
INT-03249,STU-170,HST-023,save,3,,SESS-STU-170-02,2025-11-17 01:03:00
INT-03250,STU-170,HST-018,save,3,,SESS-STU-170-02,2025-11-17 01:22:00
INT-03251,STU-170,HST-031,booking,5,2.8,SESS-STU-170-BOOK,2026-02-12 00:00:00
INT-03252,STU-171,HST-050,view,1,,SESS-STU-171-01,2025-11-14 00:00:00
INT-03253,STU-171,HST-039,view,1,,SESS-STU-171-01,2025-11-14 00:04:00
INT-03254,STU-171,HST-061,view,1,,SESS-STU-171-01,2025-11-14 00:16:00
INT-03255,STU-171,HST-046,view,1,,SESS-STU-171-01,2025-11-14 00:06:00
INT-03256,STU-171,HST-058,view,1,,SESS-STU-171-01,2025-11-14 00:08:00
INT-03257,STU-171,HST-043,view,1,,SESS-STU-171-01,2025-11-14 00:25:00
INT-03258,STU-171,HST-056,view,1,,SESS-STU-171-01,2025-11-14 00:54:00
INT-03259,STU-171,HST-054,view,1,,SESS-STU-171-01,2025-11-14 00:21:00
INT-03260,STU-171,HST-070,view,1,,SESS-STU-171-01,2025-11-14 00:56:00
INT-03261,STU-171,HST-040,view,1,,SESS-STU-171-01,2025-11-14 01:21:00
INT-03262,STU-171,HST-042,view,1,,SESS-STU-171-01,2025-11-14 00:20:00
INT-03263,STU-171,HST-042,save,3,,SESS-STU-171-01,2025-11-14 01:15:00
INT-03264,STU-171,HST-061,save,3,,SESS-STU-171-01,2025-11-14 01:26:00
INT-03265,STU-171,HST-039,save,3,,SESS-STU-171-01,2025-11-14 01:13:00
INT-03266,STU-171,HST-065,view,1,,SESS-STU-171-02,2025-12-06 00:00:00
INT-03267,STU-171,HST-055,view,1,,SESS-STU-171-02,2025-12-06 00:07:00
INT-03268,STU-171,HST-041,view,1,,SESS-STU-171-02,2025-12-06 00:10:00
INT-03269,STU-171,HST-068,view,1,,SESS-STU-171-02,2025-12-06 00:18:00
INT-03270,STU-171,HST-069,view,1,,SESS-STU-171-02,2025-12-06 00:28:00
INT-03271,STU-171,HST-064,view,1,,SESS-STU-171-02,2025-12-06 00:35:00
INT-03272,STU-171,HST-055,save,3,,SESS-STU-171-02,2025-12-06 01:10:00
INT-03273,STU-171,HST-050,view,1,,SESS-STU-171-03,2026-01-08 00:00:00
INT-03274,STU-171,HST-068,view,1,,SESS-STU-171-03,2026-01-08 00:08:00
INT-03275,STU-171,HST-060,view,1,,SESS-STU-171-03,2026-01-08 00:12:00
INT-03276,STU-171,HST-039,view,1,,SESS-STU-171-03,2026-01-08 00:24:00
INT-03277,STU-171,HST-040,view,1,,SESS-STU-171-03,2026-01-08 00:12:00
INT-03278,STU-171,HST-072,view,1,,SESS-STU-171-03,2026-01-08 00:25:00
INT-03279,STU-171,HST-069,view,1,,SESS-STU-171-03,2026-01-08 00:30:00
INT-03280,STU-171,HST-060,save,3,,SESS-STU-171-03,2026-01-08 01:12:00
INT-03281,STU-171,HST-040,save,3,,SESS-STU-171-03,2026-01-08 01:06:00
INT-03282,STU-171,HST-050,save,3,,SESS-STU-171-03,2026-01-08 01:17:00
INT-03283,STU-171,HST-040,booking_attempt,4,,SESS-STU-171-BOOK,2026-02-22 00:00:00
INT-03284,STU-172,HST-049,view,1,,SESS-STU-172-01,2025-10-21 00:00:00
INT-03285,STU-172,HST-050,view,1,,SESS-STU-172-01,2025-10-21 00:02:00
INT-03286,STU-172,HST-065,view,1,,SESS-STU-172-01,2025-10-21 00:18:00
INT-03287,STU-172,HST-059,view,1,,SESS-STU-172-01,2025-10-21 00:12:00
INT-03288,STU-172,HST-072,view,1,,SESS-STU-172-01,2025-10-21 00:20:00
INT-03289,STU-172,HST-041,view,1,,SESS-STU-172-01,2025-10-21 00:15:00
INT-03290,STU-172,HST-045,view,1,,SESS-STU-172-01,2025-10-21 00:24:00
INT-03291,STU-172,HST-040,view,1,,SESS-STU-172-01,2025-10-21 00:56:00
INT-03292,STU-172,HST-052,view,1,,SESS-STU-172-01,2025-10-21 00:48:00
INT-03293,STU-172,HST-058,view,1,,SESS-STU-172-01,2025-10-21 01:21:00
INT-03294,STU-172,HST-075,view,1,,SESS-STU-172-01,2025-10-21 00:30:00
INT-03295,STU-172,HST-050,save,3,,SESS-STU-172-01,2025-10-21 01:27:00
INT-03296,STU-172,HST-041,save,3,,SESS-STU-172-01,2025-10-21 01:08:00
INT-03297,STU-172,HST-057,view,1,,SESS-STU-172-02,2026-02-11 00:00:00
INT-03298,STU-172,HST-075,view,1,,SESS-STU-172-02,2026-02-11 00:07:00
INT-03299,STU-172,HST-068,view,1,,SESS-STU-172-02,2026-02-11 00:14:00
INT-03300,STU-172,HST-050,view,1,,SESS-STU-172-02,2026-02-11 00:15:00
INT-03301,STU-172,HST-058,view,1,,SESS-STU-172-02,2026-02-11 00:36:00
INT-03302,STU-172,HST-051,view,1,,SESS-STU-172-02,2026-02-11 00:35:00
INT-03303,STU-172,HST-047,view,1,,SESS-STU-172-02,2026-02-11 00:18:00
INT-03304,STU-172,HST-052,view,1,,SESS-STU-172-02,2026-02-11 00:42:00
INT-03305,STU-172,HST-065,view,1,,SESS-STU-172-02,2026-02-11 00:40:00
INT-03306,STU-172,HST-061,view,1,,SESS-STU-172-02,2026-02-11 00:27:00
INT-03307,STU-172,HST-052,save,3,,SESS-STU-172-02,2026-02-11 01:21:00
INT-03308,STU-172,HST-064,view,1,,SESS-STU-172-03,2026-02-25 00:00:00
INT-03309,STU-172,HST-054,view,1,,SESS-STU-172-03,2026-02-25 00:03:00
INT-03310,STU-172,HST-041,view,1,,SESS-STU-172-03,2026-02-25 00:12:00
INT-03311,STU-172,HST-045,view,1,,SESS-STU-172-03,2026-02-25 00:09:00
INT-03312,STU-172,HST-051,view,1,,SESS-STU-172-03,2026-02-25 00:32:00
INT-03313,STU-172,HST-049,view,1,,SESS-STU-172-03,2026-02-25 00:25:00
INT-03314,STU-172,HST-039,view,1,,SESS-STU-172-03,2026-02-25 00:54:00
INT-03315,STU-172,HST-049,save,3,,SESS-STU-172-03,2026-02-25 01:23:00
INT-03316,STU-172,HST-041,save,3,,SESS-STU-172-03,2026-02-25 01:11:00
INT-03317,STU-172,HST-051,save,3,,SESS-STU-172-03,2026-02-25 01:19:00
INT-03318,STU-173,HST-049,view,1,,SESS-STU-173-01,2026-01-03 00:00:00
INT-03319,STU-173,HST-073,view,1,,SESS-STU-173-01,2026-01-03 00:05:00
INT-03320,STU-173,HST-067,view,1,,SESS-STU-173-01,2026-01-03 00:10:00
INT-03321,STU-173,HST-073,save,3,,SESS-STU-173-01,2026-01-03 01:13:00
INT-03322,STU-173,HST-067,save,3,,SESS-STU-173-01,2026-01-03 01:14:00
INT-03323,STU-173,HST-049,save,3,,SESS-STU-173-01,2026-01-03 01:11:00
INT-03324,STU-174,HST-058,view,1,,SESS-STU-174-01,2025-12-18 00:00:00
INT-03325,STU-174,HST-047,view,1,,SESS-STU-174-01,2025-12-18 00:03:00
INT-03326,STU-174,HST-064,view,1,,SESS-STU-174-01,2025-12-18 00:10:00
INT-03327,STU-174,HST-075,view,1,,SESS-STU-174-01,2025-12-18 00:24:00
INT-03328,STU-174,HST-067,view,1,,SESS-STU-174-01,2025-12-18 00:08:00
INT-03329,STU-174,HST-053,view,1,,SESS-STU-174-01,2025-12-18 00:40:00
INT-03330,STU-174,HST-065,view,1,,SESS-STU-174-01,2025-12-18 00:30:00
INT-03331,STU-174,HST-044,view,1,,SESS-STU-174-01,2025-12-18 01:03:00
INT-03332,STU-174,HST-060,view,1,,SESS-STU-174-01,2025-12-18 00:56:00
INT-03333,STU-174,HST-044,save,3,,SESS-STU-174-01,2025-12-18 01:15:00
INT-03334,STU-174,HST-044,booking_attempt,4,,SESS-STU-174-BOOK,2026-02-16 00:00:00
INT-03335,STU-174,HST-044,booking,5,2.7,SESS-STU-174-BOOK,2026-02-24 00:00:00
INT-03336,STU-175,HST-055,view,1,,SESS-STU-175-01,2025-10-05 00:00:00
INT-03337,STU-175,HST-052,view,1,,SESS-STU-175-01,2025-10-05 00:03:00
INT-03338,STU-175,HST-045,view,1,,SESS-STU-175-01,2025-10-05 00:16:00
INT-03339,STU-175,HST-074,view,1,,SESS-STU-175-01,2025-10-05 00:24:00
INT-03340,STU-175,HST-042,view,1,,SESS-STU-175-01,2025-10-05 00:08:00
INT-03341,STU-175,HST-067,view,1,,SESS-STU-175-01,2025-10-05 00:35:00
INT-03342,STU-175,HST-060,view,1,,SESS-STU-175-01,2025-10-05 00:42:00
INT-03343,STU-175,HST-065,view,1,,SESS-STU-175-01,2025-10-05 00:21:00
INT-03344,STU-175,HST-059,view,1,,SESS-STU-175-01,2025-10-05 00:56:00
INT-03345,STU-175,HST-052,save,3,,SESS-STU-175-01,2025-10-05 01:02:00
INT-03346,STU-175,HST-055,save,3,,SESS-STU-175-01,2025-10-05 01:03:00
INT-03347,STU-176,HST-045,view,1,,SESS-STU-176-01,2025-09-28 00:00:00
INT-03348,STU-176,HST-050,view,1,,SESS-STU-176-01,2025-09-28 00:08:00
INT-03349,STU-176,HST-041,view,1,,SESS-STU-176-01,2025-09-28 00:10:00
INT-03350,STU-176,HST-068,view,1,,SESS-STU-176-01,2025-09-28 00:24:00
INT-03351,STU-176,HST-051,view,1,,SESS-STU-176-01,2025-09-28 00:28:00
INT-03352,STU-176,HST-066,view,1,,SESS-STU-176-01,2025-09-28 00:15:00
INT-03353,STU-176,HST-061,view,1,,SESS-STU-176-01,2025-09-28 00:48:00
INT-03354,STU-176,HST-059,view,1,,SESS-STU-176-01,2025-09-28 01:03:00
INT-03355,STU-176,HST-042,view,1,,SESS-STU-176-01,2025-09-28 00:40:00
INT-03356,STU-176,HST-054,view,1,,SESS-STU-176-01,2025-09-28 00:45:00
INT-03357,STU-176,HST-045,save,3,,SESS-STU-176-01,2025-09-28 01:12:00
INT-03358,STU-176,HST-050,save,3,,SESS-STU-176-01,2025-09-28 01:04:00
INT-03359,STU-176,HST-042,view,1,,SESS-STU-176-02,2026-01-02 00:00:00
INT-03360,STU-176,HST-064,view,1,,SESS-STU-176-02,2026-01-02 00:05:00
INT-03361,STU-176,HST-071,view,1,,SESS-STU-176-02,2026-01-02 00:04:00
INT-03362,STU-176,HST-073,view,1,,SESS-STU-176-02,2026-01-02 00:24:00
INT-03363,STU-176,HST-064,save,3,,SESS-STU-176-02,2026-01-02 01:06:00
INT-03364,STU-176,HST-071,save,3,,SESS-STU-176-02,2026-01-02 01:21:00
INT-03365,STU-177,HST-016,view,1,,SESS-STU-177-01,2026-02-17 00:00:00
INT-03366,STU-177,HST-023,view,1,,SESS-STU-177-01,2026-02-17 00:03:00
INT-03367,STU-177,HST-026,view,1,,SESS-STU-177-01,2026-02-17 00:18:00
INT-03368,STU-177,HST-026,save,3,,SESS-STU-177-01,2026-02-17 01:19:00
INT-03369,STU-177,HST-026,booking,5,4.0,SESS-STU-177-BOOK,2026-02-16 00:00:00
INT-03370,STU-178,HST-064,view,1,,SESS-STU-178-01,2025-09-26 00:00:00
INT-03371,STU-178,HST-051,view,1,,SESS-STU-178-01,2025-09-26 00:06:00
INT-03372,STU-178,HST-040,view,1,,SESS-STU-178-01,2025-09-26 00:14:00
INT-03373,STU-178,HST-055,view,1,,SESS-STU-178-01,2025-09-26 00:15:00
INT-03374,STU-178,HST-070,view,1,,SESS-STU-178-01,2025-09-26 00:16:00
INT-03375,STU-178,HST-060,view,1,,SESS-STU-178-01,2025-09-26 00:20:00
INT-03376,STU-178,HST-074,view,1,,SESS-STU-178-01,2025-09-26 00:12:00
INT-03377,STU-178,HST-059,view,1,,SESS-STU-178-01,2025-09-26 00:28:00
INT-03378,STU-178,HST-039,view,1,,SESS-STU-178-01,2025-09-26 01:04:00
INT-03379,STU-178,HST-057,view,1,,SESS-STU-178-01,2025-09-26 00:36:00
INT-03380,STU-178,HST-064,save,3,,SESS-STU-178-01,2025-09-26 01:01:00
INT-03381,STU-178,HST-060,save,3,,SESS-STU-178-01,2025-09-26 01:25:00
INT-03382,STU-178,HST-057,save,3,,SESS-STU-178-01,2025-09-26 01:18:00
INT-03383,STU-178,HST-064,booking_attempt,4,,SESS-STU-178-BOOK,2026-01-29 00:00:00
INT-03384,STU-179,HST-021,view,1,,SESS-STU-179-01,2025-12-21 00:00:00
INT-03385,STU-179,HST-020,view,1,,SESS-STU-179-01,2025-12-21 00:04:00
INT-03386,STU-179,HST-004,view,1,,SESS-STU-179-01,2025-12-21 00:10:00
INT-03387,STU-179,HST-005,view,1,,SESS-STU-179-01,2025-12-21 00:09:00
INT-03388,STU-179,HST-001,view,1,,SESS-STU-179-01,2025-12-21 00:16:00
INT-03389,STU-179,HST-029,view,1,,SESS-STU-179-01,2025-12-21 00:30:00
INT-03390,STU-179,HST-016,view,1,,SESS-STU-179-01,2025-12-21 00:18:00
INT-03391,STU-179,HST-020,save,3,,SESS-STU-179-01,2025-12-21 01:05:00
INT-03392,STU-179,HST-021,save,3,,SESS-STU-179-01,2025-12-21 01:02:00
INT-03393,STU-180,HST-069,view,1,,SESS-STU-180-01,2025-12-02 00:00:00
INT-03394,STU-180,HST-058,view,1,,SESS-STU-180-01,2025-12-02 00:04:00
INT-03395,STU-180,HST-062,view,1,,SESS-STU-180-01,2025-12-02 00:06:00
INT-03396,STU-180,HST-070,view,1,,SESS-STU-180-01,2025-12-02 00:09:00
INT-03397,STU-180,HST-062,save,3,,SESS-STU-180-01,2025-12-02 01:00:00
INT-03398,STU-180,HST-058,view,1,,SESS-STU-180-02,2025-12-15 00:00:00
INT-03399,STU-180,HST-041,view,1,,SESS-STU-180-02,2025-12-15 00:09:00
INT-03400,STU-180,HST-055,view,1,,SESS-STU-180-02,2025-12-15 00:18:00
INT-03401,STU-180,HST-045,view,1,,SESS-STU-180-02,2025-12-15 00:18:00
INT-03402,STU-180,HST-046,view,1,,SESS-STU-180-02,2025-12-15 00:20:00
INT-03403,STU-180,HST-054,view,1,,SESS-STU-180-02,2025-12-15 00:35:00
INT-03404,STU-180,HST-066,view,1,,SESS-STU-180-02,2025-12-15 00:30:00
INT-03405,STU-180,HST-043,view,1,,SESS-STU-180-02,2025-12-15 00:14:00
INT-03406,STU-180,HST-051,view,1,,SESS-STU-180-02,2025-12-15 00:40:00
INT-03407,STU-180,HST-046,save,3,,SESS-STU-180-02,2025-12-15 01:12:00
INT-03408,STU-180,HST-066,save,3,,SESS-STU-180-02,2025-12-15 01:26:00
INT-03409,STU-180,HST-058,save,3,,SESS-STU-180-02,2025-12-15 01:07:00
INT-03410,STU-180,HST-047,view,1,,SESS-STU-180-03,2026-02-22 00:00:00
INT-03411,STU-180,HST-062,view,1,,SESS-STU-180-03,2026-02-22 00:08:00
INT-03412,STU-180,HST-058,view,1,,SESS-STU-180-03,2026-02-22 00:04:00
INT-03413,STU-180,HST-064,view,1,,SESS-STU-180-03,2026-02-22 00:24:00
INT-03414,STU-180,HST-066,view,1,,SESS-STU-180-03,2026-02-22 00:08:00
INT-03415,STU-180,HST-051,view,1,,SESS-STU-180-03,2026-02-22 00:25:00
INT-03416,STU-180,HST-043,view,1,,SESS-STU-180-03,2026-02-22 00:24:00
INT-03417,STU-180,HST-045,view,1,,SESS-STU-180-03,2026-02-22 01:03:00
INT-03418,STU-180,HST-039,view,1,,SESS-STU-180-03,2026-02-22 01:12:00
INT-03419,STU-180,HST-040,view,1,,SESS-STU-180-03,2026-02-22 01:12:00
INT-03420,STU-180,HST-040,save,3,,SESS-STU-180-03,2026-02-22 01:29:00
INT-03421,STU-180,HST-039,save,3,,SESS-STU-180-03,2026-02-22 01:26:00
INT-03422,STU-180,HST-058,booking,5,4.6,SESS-STU-180-BOOK,2026-02-12 00:00:00
INT-03423,STU-181,HST-048,view,1,,SESS-STU-181-01,2026-02-16 00:00:00
INT-03424,STU-181,HST-067,view,1,,SESS-STU-181-01,2026-02-16 00:05:00
INT-03425,STU-181,HST-044,view,1,,SESS-STU-181-01,2026-02-16 00:18:00
INT-03426,STU-181,HST-059,view,1,,SESS-STU-181-01,2026-02-16 00:09:00
INT-03427,STU-181,HST-053,view,1,,SESS-STU-181-01,2026-02-16 00:20:00
INT-03428,STU-181,HST-060,view,1,,SESS-STU-181-01,2026-02-16 00:35:00
INT-03429,STU-181,HST-039,view,1,,SESS-STU-181-01,2026-02-16 00:30:00
INT-03430,STU-181,HST-041,view,1,,SESS-STU-181-01,2026-02-16 00:49:00
INT-03431,STU-181,HST-051,view,1,,SESS-STU-181-01,2026-02-16 00:32:00
INT-03432,STU-181,HST-065,view,1,,SESS-STU-181-01,2026-02-16 00:54:00
INT-03433,STU-181,HST-053,save,3,,SESS-STU-181-01,2026-02-16 01:12:00
INT-03434,STU-181,HST-053,booking,5,4.8,SESS-STU-181-BOOK,2026-02-16 00:00:00
INT-03435,STU-182,HST-044,view,1,,SESS-STU-182-01,2025-10-05 00:00:00
INT-03436,STU-182,HST-047,view,1,,SESS-STU-182-01,2025-10-05 00:04:00
INT-03437,STU-182,HST-045,view,1,,SESS-STU-182-01,2025-10-05 00:04:00
INT-03438,STU-182,HST-053,view,1,,SESS-STU-182-01,2025-10-05 00:18:00
INT-03439,STU-182,HST-069,view,1,,SESS-STU-182-01,2025-10-05 00:16:00
INT-03440,STU-182,HST-071,view,1,,SESS-STU-182-01,2025-10-05 00:10:00
INT-03441,STU-182,HST-068,view,1,,SESS-STU-182-01,2025-10-05 00:30:00
INT-03442,STU-182,HST-047,save,3,,SESS-STU-182-01,2025-10-05 01:20:00
INT-03443,STU-182,HST-063,view,1,,SESS-STU-182-02,2025-12-21 00:00:00
INT-03444,STU-182,HST-053,view,1,,SESS-STU-182-02,2025-12-21 00:09:00
INT-03445,STU-182,HST-054,view,1,,SESS-STU-182-02,2025-12-21 00:10:00
INT-03446,STU-182,HST-050,view,1,,SESS-STU-182-02,2025-12-21 00:15:00
INT-03447,STU-182,HST-067,view,1,,SESS-STU-182-02,2025-12-21 00:36:00
INT-03448,STU-182,HST-057,view,1,,SESS-STU-182-02,2025-12-21 00:15:00
INT-03449,STU-182,HST-065,view,1,,SESS-STU-182-02,2025-12-21 00:36:00
INT-03450,STU-182,HST-058,view,1,,SESS-STU-182-02,2025-12-21 00:42:00
INT-03451,STU-182,HST-051,view,1,,SESS-STU-182-02,2025-12-21 00:56:00
INT-03452,STU-182,HST-073,view,1,,SESS-STU-182-02,2025-12-21 00:54:00
INT-03453,STU-182,HST-063,save,3,,SESS-STU-182-02,2025-12-21 01:29:00
INT-03454,STU-183,HST-025,view,1,,SESS-STU-183-01,2025-11-03 00:00:00
INT-03455,STU-183,HST-027,view,1,,SESS-STU-183-01,2025-11-03 00:07:00
INT-03456,STU-183,HST-029,view,1,,SESS-STU-183-01,2025-11-03 00:04:00
INT-03457,STU-183,HST-015,view,1,,SESS-STU-183-01,2025-11-03 00:06:00
INT-03458,STU-183,HST-032,view,1,,SESS-STU-183-01,2025-11-03 00:32:00
INT-03459,STU-183,HST-031,view,1,,SESS-STU-183-01,2025-11-03 00:45:00
