student_id,gender,department,year,latitude,longitude,budget_min,budget_max,price_sensitivity,max_distance_km,needs_transport,preferred_type,preferred_room_type,food_preference,study_preference,social_preference,comfort_preference,noise_tolerance,curfew_flexibility,must_have_amenities,priority_wifi,priority_gym,priority_study_room,priority_cafeteria,priority_laundry,priority_ac,priority_hot_water,priority_generator,ethnicity,home_city,languages,university,degree,smoking_pref,cleanliness_level,sleep_schedule,guest_policy,sharing_pref,personality,study_habits,job_title,company,priority_parking,priority_security_guard,priority_prayer_room,work_schedule,work_from_home,years_experience,is_professional,resident_type
STU-196,Female,Social Sciences,1,33.649327,72.984956,11993,30403,0.29,3.5,0,Girls,Double,Non-Veg,0.85,0.15,0.96,0.73,0.66,"[""Library"", ""Refrigerator""]",0,0.0,0.0,0.0,0,0,0,0,Punjabi,Multan,"Urdu, English, Punjabi",FAST NUCES,Social Sciences,Non-smoker,4,Early bird,Frequent guests,Prefers sharing,Introvert,0.85,,,,,,,,,False,student
STU-197,Female,Computer Science,4,33.726873,73.090862,11629,20498,0.79,6.1,1,Girls,Dormitory,Non-Veg,0.59,0.41,0.29,0.08,0.49,"[""Laundry"", ""CCTV"", ""AC"", ""Gym""]",0,1.0,0.0,0.0,1,1,0,0,Balochi,Turbat,"Urdu, English, Balochi",FAST NUCES,Computer Science,Non-smoker,2,Night owl,No guests,Prefers sharing,Ambivert,0.5,,,,,,,,,False,student
STU-198,Male,Social Sciences,4,33.64146,72.989376,11875,30739,0.91,3.0,0,Boys,Dormitory,Non-Veg,0.29,0.71,0.74,0.54,0.53,"[""Parking"", ""Hot Water"", ""Library"", ""Water Cooler""]",0,0.0,0.0,0.0,0,0,1,0,Pathan,Mardan,"Urdu, English, Pashto, Saraiki",COMSATS,Social Sciences,Smoker,5,Night owl,No guests,Flexible,Extrovert,0.15,,,,,,,,,False,student
STU-199,Male,Cyber Security,2,33.727588,73.047654,10493,22725,0.16,4.8,1,Boys,Dormitory,Both,0.42,0.58,1.0,0.18,0.5,"[""Prayer Room"", ""Common Room""]",0,0.0,0.0,0.0,0,0,0,0,Punjabi,Rawalpindi,"Urdu, English, Punjabi",NUST,Cyber Security,Non-smoker,3,Night owl,Frequent guests,Prefers sharing,Ambivert,0.5,,,,,,,,,False,student
STU-200,Female,Electrical Engineering,4,33.723484,73.04233,7611,31588,0.44,5.7,1,Girls,Double,Non-Veg,0.35,0.65,0.09,0.72,0.21,"[""Laundry""]",0,0.0,0.0,0.0,1,0,0,0,Islamabadi,Islamabad,"Urdu, English, Punjabi, Kashmiri",FAST NUCES,Electrical Engineering,Don't mind,3,Night owl,No guests,Prefers sharing,Ambivert,0.5,,,,,,,,,False,student
JOB-001,Male,Data Analyst,4,33.664571,73.064784,16935,20359,0.61,1.2,0,,Single,Both,,0.44,0.73,0.38,0.59,"Common Room, Hot Water, WiFi, Parking, Generator, Security Guard",1,,,,0,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.72,Data Analyst,I-8 Markaz,1.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-002,Female,Civil Engineer,4,33.698484,72.962847,13635,24302,0.76,6.1,1,,Single,Non-Veg,,0.28,0.68,0.45,0.55,"Transport Nearby, Power Backup, WiFi, Laundry",1,,,,1,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.36,Civil Engineer,F-10 Markaz,0.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-003,Female,Graphic Designer,4,33.703082,72.968555,13977,21306,0.46,2.5,1,,Double,Both,,0.47,0.4,0.39,0.41,"Hot Water, Prayer Room, Security Guard, Laundry, AC, Generator",0,,,,1,1,1,0,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.75,Graphic Designer,F-10 Markaz,0.0,1.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-004,Male,Teacher,4,33.713419,73.048059,17292,33650,0.7,2.5,1,,Single,Both,,0.26,0.45,0.32,0.48,"Common Room, Generator, AC, Laundry, Parking, Hot Water",0,,,,1,1,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.62,Teacher,Centaurus Mall Area,1.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-005,Female,Teacher,4,33.699445,72.96386,14916,18997,0.47,5.2,1,,Single,Non-Veg,,0.62,0.31,0.39,0.78,"Prayer Room, AC, Power Backup, Hot Water, Generator",0,,,,0,1,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.98,Teacher,F-10 Markaz,0.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-006,Male,Data Analyst,4,33.709691,72.960123,9743,32232,0.41,5.5,1,,Double,Veg,,0.2,0.87,0.47,0.94,"CCTV, WiFi, Power Backup, AC, Hot Water",1,,,,0,1,1,1,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.56,Data Analyst,F-11 Markaz,0.0,0.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-007,Male,Real Estate Agent,4,33.69837,72.969076,9133,28588,0.74,1.9,1,,Shared,Veg,,0.62,0.55,0.18,0.68,"Transport Nearby, Hot Water, Generator, AC",0,,,,0,1,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.49,Real Estate Agent,F-10 Markaz,0.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-008,Female,Sales Representative,4,33.700966,72.962324,8344,29621,0.59,5.1,1,,Single,Both,,0.24,0.84,0.44,0.35,"Hot Water, Prayer Room, CCTV, Laundry",0,,,,1,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.74,Sales Representative,F-10 Markaz,0.0,0.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-009,Male,Real Estate Agent,4,33.530563,72.926554,14669,22908,0.27,5.6,1,,Single,Non-Veg,,0.54,0.7,0.49,0.37,"Transport Nearby, AC, Power Backup, Laundry, Security Guard, Common Room",0,,,,1,1,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.63,Real Estate Agent,Bahria Town Phase 4,0.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-010,Female,HR Manager,4,33.670402,72.986092,9235,25755,0.77,7.0,1,,Single,Both,,0.6,0.88,0.47,0.89,"Generator, CCTV, Prayer Room, Laundry",0,,,,1,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,1.0,HR Manager,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-011,Female,HR Manager,4,33.702034,73.050247,15454,26801,0.5,7.7,1,,Shared,Both,,0.39,0.41,0.19,0.34,"Transport Nearby, AC, WiFi",1,,,,0,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.76,HR Manager,Stock Exchange (ISE),0.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-012,Male,Electrician,4,33.700019,72.967372,9312,17401,0.25,1.5,0,,Single,Both,,0.46,0.67,0.27,0.71,"Hot Water, Laundry, AC, Prayer Room, Transport Nearby",0,,,,1,1,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.47,Electrician,F-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-013,Female,Business Development,4,33.661059,73.05503,9188,11493,0.52,8.0,1,,Shared,Veg,,0.4,0.38,0.24,0.35,"AC, Hot Water, Parking, CCTV",0,,,,0,1,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Early bird,Occasional guests,Flexible,Ambivert,0.68,Business Development,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-014,Female,Electrician,4,33.718186,73.061074,9697,16097,0.39,7.2,1,,Double,Veg,,0.46,0.73,0.18,0.74,"Security Guard, CCTV, Hot Water, WiFi, Power Backup",1,,,,0,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.49,Electrician,Blue Area,0.0,1.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-015,Female,Teacher,4,33.712837,73.054293,12291,19585,0.72,4.9,1,,Single,Veg,,0.67,0.71,0.16,0.33,"Common Room, Security Guard, Parking, Generator, Transport Nearby",0,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.38,Teacher,Blue Area,1.0,1.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-016,Male,Teacher,4,33.710361,73.050992,9684,23273,0.75,7.2,1,,Single,Both,,0.66,0.44,0.17,0.86,"Generator, WiFi, Parking, AC",1,,,,0,1,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.82,Teacher,Centaurus Mall Area,1.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-017,Female,Graphic Designer,4,33.665547,72.98332,14267,17535,0.8,2.6,1,,Single,Veg,,0.5,0.54,0.21,0.35,"AC, Prayer Room, Security Guard, Generator, Transport Nearby",0,,,,0,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.46,Graphic Designer,G-11 Markaz,0.0,1.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-018,Male,Data Analyst,4,33.679289,73.049237,8626,14178,0.62,3.4,1,,Double,Non-Veg,,0.41,0.53,0.33,0.48,"WiFi, Security Guard, Prayer Room, Laundry, AC, Common Room",1,,,,1,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.72,Data Analyst,G-8 Markaz,0.0,1.0,1.0,Regular hours,0.3,8.0,True,professional
JOB-019,Male,Civil Engineer,4,33.528023,72.927568,12920,31537,0.42,3.9,1,,Single,Non-Veg,,0.22,0.7,0.25,0.82,"Common Room, Transport Nearby, Hot Water, Generator",0,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.69,Civil Engineer,Bahria Town Phase 4,0.0,0.0,0.0,Regular hours,0.3,5.0,True,professional
JOB-020,Male,Doctor,4,33.714572,73.053707,13279,30515,0.51,5.7,1,,Single,Both,,0.15,0.61,0.35,0.53,"Prayer Room, Hot Water, Laundry, Common Room",0,,,,1,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.42,Doctor,Stock Exchange (ISE),0.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-021,Male,Graphic Designer,4,33.66578,73.055296,15461,31041,0.82,5.0,1,,Double,Non-Veg,,0.25,0.69,0.1,0.83,"Generator, Laundry, Parking",0,,,,1,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.65,Graphic Designer,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-022,Female,Graphic Designer,4,33.704303,72.974123,16702,34887,0.59,3.2,1,,Double,Non-Veg,,0.53,0.6,0.43,0.68,"Transport Nearby, CCTV, Prayer Room, Hot Water",0,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.73,Graphic Designer,F-10 Markaz,0.0,0.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-023,Male,Data Analyst,4,33.705254,72.955828,15206,19744,0.7,2.6,1,,Single,Both,,0.19,0.53,0.16,0.45,"Generator, AC, Security Guard, CCTV, Transport Nearby, WiFi",1,,,,0,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.36,Data Analyst,F-11 Markaz,0.0,1.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-024,Male,Journalist,4,33.538137,72.914313,17432,25664,0.53,7.6,1,,Single,Non-Veg,,0.67,0.55,0.4,0.68,"CCTV, Laundry, Hot Water, Generator",0,,,,1,0,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.9,Journalist,Bahria Town Phase 4,0.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-025,Female,Civil Engineer,4,33.713587,73.057448,10091,32481,0.57,7.3,1,,Single,Both,,0.49,0.38,0.28,0.34,"AC, Laundry, CCTV, Transport Nearby, Security Guard, Generator",0,,,,1,1,0,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.32,Civil Engineer,Stock Exchange (ISE),0.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-026,Female,NGO Worker,4,33.676359,72.979625,16837,19690,0.9,3.4,1,,Double,Both,,0.12,0.45,0.44,0.73,"Parking, CCTV, Power Backup, Laundry",0,,,,1,0,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.33,NGO Worker,G-11 Markaz,1.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-027,Female,Architect,4,33.679694,73.04892,9876,17242,0.88,1.8,0,,Shared,Both,,0.67,0.54,0.39,0.35,"Power Backup, Hot Water, Common Room, Transport Nearby",0,,,,0,0,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.77,Architect,G-8 Markaz,0.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-028,Male,NGO Worker,4,33.708103,73.057361,8207,23971,0.78,1.7,1,,Double,Non-Veg,,0.36,0.74,0.49,0.49,"CCTV, Generator, Common Room, Hot Water, AC, Prayer Room",0,,,,0,1,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.8,NGO Worker,Centaurus Mall Area,0.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-029,Male,Banker,4,33.677106,72.976002,15613,30031,0.44,4.5,1,,Single,Non-Veg,,0.58,0.5,0.45,0.79,"Security Guard, WiFi, Transport Nearby, Laundry, Power Backup",1,,,,1,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.45,Banker,G-11 Markaz,0.0,1.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-030,Male,Chef,4,33.709631,72.96305,16041,32726,0.76,1.7,0,,Single,Veg,,0.45,0.58,0.31,0.6,"AC, CCTV, Hot Water, Common Room, Security Guard",0,,,,0,1,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.51,Chef,F-11 Markaz,0.0,1.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-031,Male,Doctor,4,33.708913,73.055574,11033,19309,0.35,4.4,1,,Double,Both,,0.69,0.8,0.22,0.55,"WiFi, Security Guard, Parking, Hot Water, Transport Nearby",1,,,,0,0,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.72,Doctor,Centaurus Mall Area,1.0,1.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-032,Male,Accountant,4,33.657641,73.043196,12658,30039,0.54,3.4,1,,Shared,Non-Veg,,0.39,0.79,0.26,0.35,"Parking, Transport Nearby, Common Room",0,,,,0,0,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Early bird,Occasional guests,Flexible,Ambivert,0.96,Accountant,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-033,Female,Graphic Designer,4,33.705929,72.967959,17766,32721,0.63,6.4,1,,Single,Non-Veg,,0.45,0.56,0.33,0.34,"Laundry, Prayer Room, Transport Nearby",0,,,,1,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.51,Graphic Designer,F-10 Markaz,0.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-034,Female,HR Manager,4,33.663781,73.054201,8043,23429,0.52,5.2,1,,Single,Veg,,0.27,0.82,0.13,0.46,"Prayer Room, Common Room, Laundry, Generator, Power Backup",0,,,,1,0,0,1,Gilgiti,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.5,HR Manager,I-8 Markaz,0.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-035,Male,Data Analyst,4,33.671143,73.036155,13039,34537,0.72,5.0,1,,Single,Veg,,0.28,0.54,0.21,0.68,"Power Backup, Common Room, WiFi, Generator, AC, Hot Water",1,,,,0,1,1,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.63,Data Analyst,G-8 Markaz,0.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-036,Female,Graphic Designer,4,33.532394,72.914332,12415,33297,0.23,6.3,1,,Single,Both,,0.27,0.9,0.27,0.87,"CCTV, AC, Generator",0,,,,0,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.61,Graphic Designer,Bahria Town Phase 4,0.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-037,Female,Marketing Executive,4,33.675277,73.044599,12722,27844,0.77,4.9,1,,Single,Non-Veg,,0.17,0.76,0.45,0.88,"Prayer Room, Security Guard, CCTV",0,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.48,Marketing Executive,G-8 Markaz,0.0,1.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-038,Female,Electrician,4,33.716962,73.054976,15242,18933,0.34,4.8,1,,Shared,Non-Veg,,0.39,0.32,0.35,0.86,"Hot Water, Security Guard, WiFi, Prayer Room",1,,,,0,0,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.92,Electrician,Centaurus Mall Area,0.0,1.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-039,Female,Marketing Executive,4,33.671153,73.053363,10522,28852,0.85,3.0,1,,Single,Non-Veg,,0.25,0.63,0.25,0.95,"Power Backup, Hot Water, Generator, AC",0,,,,0,1,1,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.99,Marketing Executive,Islamabad Industrial Area (I-9),0.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-040,Female,Business Development,4,33.6764,72.981379,16022,22891,0.51,4.4,1,,Single,Both,,0.66,0.82,0.49,0.47,"Laundry, Generator, WiFi, AC, CCTV, Security Guard",1,,,,1,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.56,Business Development,G-11 Markaz,0.0,1.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-041,Female,Accountant,4,33.671437,73.04502,17669,25108,0.81,7.1,1,,Single,Both,,0.11,0.39,0.45,0.98,"CCTV, Hot Water, AC",0,,,,0,1,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.94,Accountant,Islamabad Industrial Area (I-9),0.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-042,Female,Civil Engineer,4,33.70358,72.957067,15994,19170,0.63,2.6,1,,Shared,Both,,0.69,0.76,0.38,0.37,"Transport Nearby, Hot Water, WiFi, Common Room",1,,,,0,0,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.36,Civil Engineer,F-11 Markaz,0.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-043,Female,Business Development,4,33.712997,73.049329,16702,25453,0.6,6.5,1,,Single,Veg,,0.33,0.71,0.3,0.71,"CCTV, Prayer Room, Hot Water, Transport Nearby",0,,,,0,0,1,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.73,Business Development,Centaurus Mall Area,0.0,0.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-044,Female,Sales Representative,4,33.673842,72.974628,15237,28560,0.89,3.1,1,,Shared,Both,,0.61,0.42,0.25,0.64,"Generator, Common Room, AC, Hot Water",0,,,,0,1,1,0,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.48,Sales Representative,G-11 Markaz,0.0,0.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-045,Female,Journalist,4,33.66313,72.985941,8803,30673,0.72,6.8,1,,Shared,Veg,,0.31,0.68,0.35,0.77,"Prayer Room, Power Backup, WiFi, Hot Water",1,,,,0,0,1,1,Balochi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.72,Journalist,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,6.0,True,professional
JOB-046,Female,Architect,4,33.671442,73.038222,14807,22562,0.34,6.5,1,,Double,Non-Veg,,0.65,0.8,0.2,0.88,"Hot Water, AC, Power Backup, CCTV, Common Room, Security Guard",0,,,,0,1,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.67,Architect,G-8 Markaz,0.0,1.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-047,Male,Journalist,4,33.703352,72.964651,8228,18893,0.58,4.2,1,,Double,Both,,0.33,0.68,0.25,0.77,"WiFi, Common Room, Security Guard, AC, Laundry, Prayer Room",1,,,,1,1,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.48,Journalist,F-11 Markaz,0.0,1.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-048,Male,Sales Representative,4,33.673388,72.973967,8742,11961,0.41,4.4,1,,Single,Both,,0.37,0.7,0.4,0.96,"Common Room, Parking, Generator, Power Backup, CCTV, Hot Water",0,,,,0,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.39,Sales Representative,G-11 Markaz,1.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-049,Female,Data Analyst,4,33.718544,73.055676,15285,25021,0.8,1.7,1,,Single,Both,,0.34,0.41,0.15,0.89,"Power Backup, Prayer Room, Laundry, WiFi, Security Guard, Generator",1,,,,1,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.55,Data Analyst,Blue Area,0.0,1.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-050,Female,Accountant,4,33.526283,72.927277,17080,22474,0.61,6.7,1,,Single,Veg,,0.46,0.47,0.49,0.99,"Parking, Power Backup, WiFi, Transport Nearby, Common Room",1,,,,0,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.85,Accountant,Bahria Town Phase 4,1.0,0.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-051,Female,Graphic Designer,4,33.52818,72.916788,8858,15011,0.72,4.7,1,,Double,Non-Veg,,0.32,0.66,0.28,0.46,"Transport Nearby, Prayer Room, Security Guard",0,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.61,Graphic Designer,Bahria Town Phase 4,0.0,1.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-052,Female,Software Engineer,4,33.723477,73.065757,14984,20521,0.54,7.4,1,,Single,Veg,,0.19,0.38,0.35,0.71,"Generator, Common Room, Security Guard, Hot Water, CCTV",0,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.53,Software Engineer,Blue Area,0.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-053,Female,Marketing Executive,4,33.709033,72.95544,15398,24885,0.49,6.8,1,,Single,Both,,0.36,0.7,0.25,0.41,"Power Backup, Transport Nearby, Prayer Room, Common Room, Generator, WiFi",1,,,,0,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.37,Marketing Executive,F-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-054,Female,Mechanic,4,33.716883,73.061185,13400,19405,0.49,7.1,1,,Shared,Non-Veg,,0.53,0.88,0.34,0.55,"Parking, Prayer Room, CCTV, Laundry",0,,,,1,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.91,Mechanic,Blue Area,1.0,0.0,1.0,Regular hours,0.3,2.0,True,professional
JOB-055,Male,Mechanic,4,33.708838,73.051457,11705,27766,0.79,7.8,1,,Double,Both,,0.43,0.67,0.36,0.79,"Parking, Hot Water, Prayer Room",0,,,,0,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.77,Mechanic,Centaurus Mall Area,1.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-056,Female,HR Manager,4,33.679061,73.039913,10324,33071,0.88,1.6,0,,Single,Non-Veg,,0.32,0.73,0.41,0.7,"WiFi, Parking, Prayer Room",1,,,,0,0,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.54,HR Manager,G-8 Markaz,1.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-057,Male,Data Analyst,4,33.666591,73.050771,15242,30813,0.39,6.3,1,,Single,Non-Veg,,0.51,0.66,0.31,0.52,"Generator, Common Room, WiFi, Prayer Room",1,,,,0,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.38,Data Analyst,Islamabad Industrial Area (I-9),0.0,0.0,1.0,Regular hours,0.3,3.0,True,professional
